"DEG3001";"DEG30010063";"thiC";"45357750";"COG0422H";"-";"thiamine biosynthesis protein ThiC";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010064";"-";"45357774";"COG2454S";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010065";"-";"45357775";"COG0423J";"-";"glycyl-tRNA synthetase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010066";"ppaC";"45357782";"COG1227C";"-";"manganese-dependent inorganic pyrophosphatase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010067";"-";"45357785";"-";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010068";"-";"45357786";"-";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010069";"hemL";"45357787";"COG0001H";"-";"glutamate-1-semialdehyde aminotransferase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010070";"gldA";"45357788";"COG0371C";"-";"glycerol dehydrogenase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010071";"nrdD";"45357790";"COG1328F";"-";"anaerobic ribonucleoside-triphosphate reductase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010072";"pfdB";"45357808";"COG1382O";"-";"prefoldin subunit beta";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010073";"-";"45357809";"COG2892S";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010074";"-";"45357810";"COG2136JA";"-";"ribosomal biogenesis protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010075";"-";"45357811";"COG1996K";"-";"DNA-directed RNA polymerase-like protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010076";"rpl37ae";"45357812";"COG1997J";"-";"50S ribosomal protein L37Ae";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010077";"-";"45357818";"COG0613R";"-";"isoleucyl-tRNA synthetase-like protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010078";"hisH";"45357819";"COG0118E";"-";"imidazole glycerol phosphate synthase subunit HisH";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010079";"tbp";"45357820";"COG2101K";"-";"transcription factor";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010080";"rpl12p";"45357821";"COG2058J";"-";"50S ribosomal protein L12P";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010081";"rpl1P";"45357823";"COG0081J";"-";"50S ribosomal protein L1P";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010082";"-";"45357824";"COG1761K";"-";"DNA directed RNA polymerase subunit L";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010083";"tyrS";"45357826";"COG0162J";"-";"tyrosyl-tRNA synthetase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010084";"-";"45357832";"COG1641S";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010085";"hypE";"45357837";"COG0309O";"-";"hydrogenase expression/formation protein HypE";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010086";"mptG";"45357842";"COG1907R";"-";"beta-ribofuranosylaminobenzene 5'-phosphate synthase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010087";"hisI";"45357843";"COG0139E";"-";"phosphoribosyl-AMP cyclohydrolase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010088";"infB";"45357847";"COG0532J";"-";"translation initiation factor IF-2";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010089";"-";"45357848";"COG0618R";"-";"TrkA-N domain-containing protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010090";"hypD";"45357852";"COG0409O";"-";"hydrogenase expression/formation protein HypD";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010091";"-";"45357854";"COG1973O";"-";"hydrogenase expression/formation protein-like protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010092";"thrB";"45357858";"COG0083E";"-";"homoserine kinase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010093";"-";"45357859";"COG1499J";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010094";"aIF-2_beta";"45357860";"COG1601J";"-";"translation initiation factor IF-2 subunit beta";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010095";"hypA";"45357864";"COG0375R";"-";"hydrogenase nickel insertion protein HypA";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010096";"-";"45357880";"COG1980G";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010097";"cbiL";"45357882";"COG2243H";"-";"precorrin-2 C-20 methyltransferase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010098";"-";"45357883";"COG1685EH";"-";"shikimate kinase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010099";"-";"45357884";"COG2457S";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010100";"rfcB";"45357885";"COG0470L";"-";"replication factor C large subunit";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010101";"-";"45357886";"COG2520R";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010102";"-";"45357887";"COG1710S";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010103";"-";"45357888";"COG0057G";"-";"glyceraldehyde-3-phosphate dehydrogenase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010104";"metG";"45357889";"COG0143J";"-";"methionyl-tRNA synthetase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010105";"cbiC";"45357893";"COG2082H";"-";"precorrin-8X methylmutase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010106";"-";"45357901";"COG2038H";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010107";"pycB";"45357903";"COG5016C";"-";"pyruvate carboxylase subunit B";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010108";"pycA";"45357904";"COG4770I";"-";"pyruvate carboxylase subunit A";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010109";"-";"45357937";"COG1439R";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010110";"-";"45357944";"COG0066E";"-";"3-isopropylmalate dehydratase small subunit";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010111";"-";"45357945";"COG1245R";"-";"ATPase RIL";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010112";"slp";"45357946";"-";"-";"S-layer protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010113";"HMmA";"45357949";"COG2036B";"-";"histone A";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010114";"-";"45357950";"-";"-";"microsomal signal peptidase 21 KD subunit";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010115";"-";"45357951";"COG0644C";"-";"geranylgeranyl reductase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010116";"aspC";"45357954";"COG0075E";"-";"aspartate aminotransferase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010117";"purD";"45357955";"COG0151F";"-";"phosphoribosylamine--glycine ligase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010118";"hemD";"45357957";"COG1587H";"-";"uroporphyrinogen III synthase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010119";"-";"45357958";"-";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010120";"eno";"45357959";"COG0148G";"-";"phosphopyruvate hydratase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010121";"alaS";"45357960";"COG0013J";"-";"alanyl-tRNA synthetase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010122";"-";"45357961";"COG1829R";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010123";"metE";"45357964";"COG0620E";"-";"methionine synthase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010124";"-";"45357966";"COG1819GC";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010125";"cofD";"45357967";"COG0391S";"-";"2-phospho-L-lactate transferase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010126";"gch3";"45357968";"COG2429S";"-";"GTP cyclohydrolase III";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010127";"-";"45357972";"COG2303E";"-";"glucose-methanol-choline oxidoreductase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010128";"prsA";"45357973";"COG0462FE";"-";"ribose-phosphate pyrophosphokinase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010129";"-";"45357975";"COG0621J";"-";"MiaB-like tRNA modifying protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010130";"thrS";"45357977";"COG0441J";"-";"threonyl-tRNA synthetase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010131";"-";"45357978";"COG0533O";"-";"O-sialoglycoprotein endopeptidase/protein kinase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010132";"hisA";"45357980";"COG0106E";"-";"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010133";"rfc";"45357990";"COG0470L";"-";"replication factor C small subunit";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010134";"-";"45357991";"COG2710C";"-";"vanadium nitrogenase-associated-like protein N";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010135";"-";"45357993";"COG1603J";"-";"ribonuclease P";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010136";"-";"45357998";"-";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010137";"pyrD";"45358002";"COG0167F";"-";"dihydroorotate dehydrogenase 1B";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010138";"-";"45358003";"COG1095K";"-";"DNA-directed RNA polymerase subunit E'";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010139";"-";"45358020";"COG0513LKJ";"-";"DEAD/DEAH box helicase domain-containing protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010140";"-";"45358080";"COG0491R";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010141";"leuB";"45358102";"COG0473CE";"-";"multifunctional 3-isopropylmalate dehydrogenase/D-malate dehydrogenase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010142";"purC";"45358103";"COG0152F";"-";"phosphoribosylaminoimidazole-succinocarboxamide synthase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010143";"serB";"45358104";"COG0560E";"-";"phosphoserine phosphatase SerB";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010144";"hisB";"45358111";"COG0131E";"-";"imidazoleglycerol-phosphate dehydratase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010145";"argF";"45358116";"COG0078E";"-";"ornithine carbamoyltransferase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010146";"-";"45358120";"COG1255S";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010147";"-";"45358121";"-";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010148";"-";"45358127";"COG1821R";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010149";"rps17E";"45358140";"COG1383J";"-";"30S ribosomal protein S17e";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010150";"aroQ";"45358141";"COG1605E";"-";"chorismate mutase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010151";"-";"45358142";"COG1634R";"-";"hypothetical protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010152";"act";"45358143";"COG1180O";"-";"anaerobic ribonucleoside-triphosphate reductase activating protein";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
"DEG3001";"DEG30010153";"valS";"45358147";"COG0525J";"-";"valyl-tRNA synthetase";"Methanococcus maripaludis S2";"NC_005791";"Rich medium";"-";"-";"-";"-"
